"method","expr","mean_us","median_us","min_us","max_us","n_eval"
"substring_10000","stringi",1020.86312,1010.403,993.045,1354.815,100
"substring_10000","stringr",1050.44067,1021.1465,1001.592,2804.662,100
"substring_10000","base_r",749.50576,744.631,730.693,834.622,100
"substring_1e+05","stringi",18328.7439,18250.8745,16995.92,22748.659,100
"substring_1e+05","stringr",18931.47867,18216.9955,16877.644,70136.111,100
"substring_1e+05","base_r",14637.24044,13466.482,12526.133,54906.062,100
